="NumÃ©ro FINESS";="SIRET";="APE";="Raison sociale";="ComplÃ©ment distribution";="Adresse";="Lieudit/BP";="Code postal";="Libelle routage";="Tel";="Fax";="Date ouvert";="Code categorie";="Lib categorie";="Code statut";="Lib statut";="Code tarif";="Lib tarif";="Code PSPH";="Lib PSPH";="FINESS juridique";="SOC:";="Discipline1";="Mode de fonctionnement1";="ClientÃ?le1";="CapacitÃ© hommes1";="CapacitÃ© femmes1";="CapacitÃ© totale1";="Discipline2";="Mode de fonctionnement2";="ClientÃ?le2";="CapacitÃ© hommes2";="CapacitÃ© femmes2";="CapacitÃ© totale2";="Discipline3";="Mode de fonctionnement3";="ClientÃ?le3";="CapacitÃ© hommes3";="CapacitÃ© femmes3";="CapacitÃ© totale3";="Discipline4";="Mode de fonctionnement4";="ClientÃ?le4";="CapacitÃ© hommes4";="CapacitÃ© femmes4";="CapacitÃ© totale4";="Discipline5";="Mode de fonctionnement5";="ClientÃ?le5";="CapacitÃ© hommes5";="CapacitÃ© femmes5";="CapacitÃ© totale5";
="570004481";="518 676 267 00058";="8810C";="ESAT 'L'EVENTAIL' GCMS 3S";;="79 RUE DE VERDUN";;="57400";="SARREBOURG";="03 87 24 50 90 ";="03 87 03 08 95";="01 mars 1978";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="66";="Groupement de Coopération Sociale ou Médico-Sociale privé";="34";="ARS / DG dotation globale";;;="570024737";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="150";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570004507";="775 619 117 00044";="8810C";="ESAT DE LA VALLEE DE L'ORNE";;="CHEMIN DE SILVANGE";;="57120";="PIERREVILLERS";="03 87 67 94 70 ";="03 87 67 06 75";="29 décembre 1969";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="570008078";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="120";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570004523";="775 619 596 00080";="8810C";="ESAT 'LE CASTEL' DE VOLKRANGE";="VOLKRANGE";="29 RUE DU DONJON";="BP 10058";="57102";="THIONVILLE CEDEX";="03 82 59 60 70 ";="03 82 59 60 79";="01 octobre 1979";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="570008094";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="104";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570004564";="775 619 596 00056";="8810C";="ESAT 'L'ENVOL'";;="3 ROUTE DE METZ";;="57310";="BERTRANGE";="03 82 50 92 74 ";="03 82 82 67 40";="15 septembre 1970";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="570008094";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="64";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570004572";="775 619 596 00130";="8810C";="ESAT 'LE CORAIL'";;="1 RUE THOMAS EDISON";="BP 30063";="57972";="YUTZ CEDEX";="03 82 56 31 95 ";="03 82 51 09 12";="01 octobre 1974";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="570008094";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="102";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570004606";="518 676 267 00041";="8810C";="ESAT LA RUCHE GCMS 3S";="ZONE INDUSTRIELLE";="2 RUE DES FRERES LUMIERE";;="57200";="SARREGUEMINES";="03 87 95 11 21 ";;="03 mars 1980";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="66";="Groupement de Coopération Sociale ou Médico-Sociale privé";="34";="ARS / DG dotation globale";;;="570024737";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="159";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570004655";="775 618 689 00704";="8810C";="ESAT 'L'ATELIER DES TALENTS' MORHANGE";;="12 RUE DU 18 NOVEMBRE";;="57340";="MORHANGE";="03 87 86 15 00 ";="03 87 86 30 46";="01 avril 1980";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="570008045";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="40";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570004788";="265 702 837 00070";="8810C";="ESAT 'STE ANNE' - ALBESTROFF";;="";="LIEU-DIT SAINTE ANNE";="57670";="ALBESTROFF";="03 87 01 25 93 ";="03 87 01 48 11";="01 janvier 1974";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="21";="Etablissement Social et Médico-Social Communal";="34";="ARS / DG dotation globale";;;="570001370";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="92";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570004994";="775 618 887 00191";="8810C";="ESAT 'SOLIDARITE'";;="99 BOULEVARD DE LA SOLIDARITE";;="57070";="METZ";;;="07 octobre 1968";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="62";="Association de Droit Local";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="570008060";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="168";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570005454";;="8810C";="ESAT 'DE BRACK'";;="RUE DE L'ILLINOIS";="BP 60033";="57501";="ST AVOLD CEDEX";="03 87 91 10 64 ";;="02 mai 1968";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="570008094";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="87";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570005462";="775 619 596 00320";="8810C";="ESAT 'LES GENETS'";;="PUITS 1  LA HOUVE";="BP 146";="57150";="CREUTZWALD";="03 87 29 84 30 ";;="08 mai 1978";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="570008094";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="81";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570005512";="775 618 887 00050";="8810C";="ESAT 'MOULIN DU PONT DE PIERRE'";;="1 RUE MOULIN DU PONT DE PIERRE";;="57220";="VARIZE";="03 87 79 35 35 ";="03 87 57 45 46";="01 mai 1983";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="62";="Association de Droit Local";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="570008060";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="103";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570005637";="265 702 738 00054";="8810C";="ESAT LE PUITS GARGAN";;="4 RUE DE LA CARRIERE";;="57540";="PETITE ROSSELLE";="03 87 84 64 64 ";;="01 juin 1981";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="34";="ARS / DG dotation globale";;;="570001420";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="113";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570005694";="200 026 490 00025";="8810C";="ESAT DE LORQUIN";;="RUE DE LA VIEILLE ROUTE";;="57790";="LORQUIN";="03 87 24 86 17 ";="03 87 24 81 68";="01 novembre 1981";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="19";="Etablissement Social et Médico-Social Départemental";="34";="ARS / DG dotation globale";;;="570025387";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience du Psychisme (Sans Autre Indication)";="0";="0";="64";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570009977";="775 619 117 00069";="8810C";="ESAT ABBAYE DE JUSTEMONT";;="CHEMIN DU JUSTEMONT";;="57185";="VITRY SUR ORNE";="03 87 67 26 00 ";="03 87 67 06 85";="01 septembre 1984";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="570008078";="";="Aide par le travail pour Adultes Handicapés";="Accueil de Jour";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="92";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570012872";="775 619 596 00437";="8810C";="ESAT LES CHENEVIERES";="ZA DE BETTING";="1 RUE DU MOULIN";="BP 90067";="57800";="BETTING";="03 87 29 68 30 ";;="01 avril 1987";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="57";="DGS ARS & hébergement PCD - sous CPOM";;;="570008094";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="96";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570014654";="379 899 768 00186";="8810C";="ESAT L'ESPOIR";;="301 RUE DU GENERAL VANSANTBERGHE";;="57155";="MARLY";="03 87 52 04 66 ";="03 87 52 05 03";="01 août 1992";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="62";="Association de Droit Local";="34";="ARS / DG dotation globale";;;="570014647";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Troubles Psychopathologiques (Sans Autre Indication)";="0";="0";="60";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570014878";="775 688 732 04261";;="ESAT 'ST JULIEN'";;="4 ALLEE DU CHATEAU";;="57070";="ST JULIEN LES METZ";="03 87 75 33 24 ";="03 87 36 91 43";="01 mars 1991";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="750719239";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Motrice sans Troubles Associés";="0";="0";="45";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570021972";="775 619 596 00189";="8810C";="ESAT 'LA VALLEE'";;="178 RUE CHARLES DE GAULLE";;="57290";="SEREMANGE ERZANGE";="03 82 59 00 25 ";="03 82 59 51 98";="01 septembre 1998";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="570008094";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="97";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570027086";="775 619 596 00296";="8810C";="ESAT 'SAINTE AGATHE' FLORANGE";;="3 RUE CARNOT";;="57190";="FLORANGE";="03 82 54 22 98 ";="03 82 53 38 17";="01 septembre 2014";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="570008094";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="148";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570027193";="775 619 596 00338";="8810C";="ESAT LES ATELIERS DU GOLF FAULQUEMONT";="ZI DE FAULQUEMONT";="AVENUE DU DISTRICT";;="57380";="FAULQUEMONT";="03 87 00 24 30 ";;="25 mars 2015";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="570008094";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="94";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="570028167";="775 618 689 00969";;="ESAT 'L'ATELIER DES TALENTS'";;="1 RUE TEILHARD DE CHARDIN";;="57050";="METZ";="03 87 69 69 79 ";;="01 janvier 2018";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="570008045";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="218";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="580780955";="775 620 172 00202";="8810C";="ESAT LA VERNEE";;="20 RUE DU PETIT MOUESSE";;="58000";="NEVERS";="03 86 68 81 18 ";="03 86 68 82 81";="10 juillet 1972";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="580000149";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="57";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="580781037";="775 620 164 00050";="8810C";="ESAT FERNAND POIRIER";;="7 RUE DES CHAMPS PACAUD";="CS 40615";="58028";="NEVERS CEDEX";="03 86 71 92 70 ";="03 86 57 21 43";="01 septembre 1972";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="580781011";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="138";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="580970770";="775 620 164 00092";="8810C";="ESAT LES  COTTEREAUX";;="ROUTE DE SAINT LAURENT";;="58200";="COSNE COURS SUR LOIRE";="03 86 26 82 02 ";="03 86 26 82 06";="01 septembre 1982";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="580781011";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="67";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="580971109";="775 620 172 00046";="8810C";="ESAT DE DECIZE";;="18 ROUTE DE CHEVANNES";;="58300";="DECIZE";="03 86 77 18 30 ";="03 86 77 18 40";="12 octobre 1987";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="580000149";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Tous Types de Déficiences Pers.Handicap.(sans autre indic.)";="0";="0";="75";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="580972156";="775 620 164 00142";="8810C";="ESAT LE MORVAN";;="RUE CROIX DE CHAZELLE";;="58230";="MONTSAUCHE LES SETTONS";="03 86 84 56 48 ";="03 86 84 56 74";="02 novembre 1991";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="580781011";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="39";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="580972263";="775 620 172 00111";="8810C";="ESAT LORMES";;="14 RUE DE VILLARS";;="58140";="LORMES";="03 86 22 31 00 ";="03 86 22 31 10";="01 septembre 1996";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="580000149";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="38";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="580972412";="778 478 305 00056";="8810C";="ESAT CLAMECY";;="RUE CLEMENT ADER";="ZONE INDUSTRIELLE";="58500";="CLAMECY";="03 86 27 37 38 ";="03 86 27 37 23";="15 mars 1995";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="580000131";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="44";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="590015939";="775 627 292 00300";="8810C";="ESAT ATELIERS WATTEAU";="Z.A DU PORT FLUVIAL";="5 RUE DU PORT FLUVIAL";="BP 50031";="59860";="BRUAY SUR L ESCAUT";="03 27 28 20 08 ";="03 27 34 52 26";="16 septembre 2003";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="590799953";="";="Aide par le travail pour Adultes Handicapés";="Externat";="Handicap psychique";="0";="0";="16";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="160";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="590023149";="775 627 037 00259";;="ESAT DU VELODROME";;="2 RUE D'EPINOY";;="59100";="ROUBAIX";="03 20 89 54 70 ";="03 20 89 54 79";="11 janvier 2005";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="60";="Association Loi 1901 non Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="590799961";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="102";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
="590033197";="775 625 544 00181";="8810C";="LES ATELIERS DU VAL DE SAMBRE";="Z.A. LA FONTAINE";="RUE MIRABEAU";;="59620";="AULNOYE AYMERIES";="03 27 63 00 00 ";="03 27 63 00 02";="17 janvier 1997";="246";="Etablissement et Service d'Aide par le Travail (E.S.A.T.)";="61";="Association Loi 1901 Reconnue d'Utilité Publique";="34";="ARS / DG dotation globale";;;="590800231";="";="Aide par le travail pour Adultes Handicapés";="Semi-Internat";="Déficience Intellectuelle (sans autre indication)";="0";="0";="80";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";
